time_period,CPI_YOY,CPI_INDEX,CPI_MOM
2012-01-01,17.26798400063357,126.2035713001051,0.9999999999999752
2012-02-01,16.44093974085829,127.9325602269167,1.370000000000127
2012-03-01,14.15018620382072,128.1372523232797,0.1599999999999478
2012-04-01,10.53741898656866,128.2013209494413,0.0499999999999689
2012-05-01,8.34202753228095,128.4320833271503,0.1800000000000044
2012-06-01,6.895180790085093,128.0981599104997,-0.2600000000000072
2012-07-01,5.352559815947187,127.7266752467592,-0.2900000000000397
2012-08-01,5.039414388970425,128.5313533008139,0.6300000000000916
2012-09-01,6.477168722007156,131.3590430734317,2.199999999999918
2012-10-01,6.997035328959855,132.4755949395558,0.8499999999999471
2012-11-01,7.082300423354841,133.0982302357717,0.4699999999999907
2012-12-01,6.805354256936308,133.4575954574084,0.2700000000000875
2013-01-01,7.069723945691044,135.1258154006259,1.249999999999921
2013-02-01,7.016912599165493,136.9094761639142,1.320000000000028
2013-03-01,6.642951742439182,136.6493481592027,-0.190000000000046
2013-04-01,6.610974845365067,136.6766780288346,0.0200000000000435
2013-05-01,6.355568237630109,136.5946720220173,-0.0599999999999994
2013-06-01,6.686129959644,136.6629693580283,0.0499999999999936
2013-07-01,7.285309909271988,137.031959375295,0.2700000000000173
2013-08-01,7.498537197176597,138.1693246381099,0.8299999999999647
2013-09-01,6.299434140378381,139.6339194792738,1.059999999999953
2013-10-01,5.919981524706332,140.3181256847223,0.4900000000000418
2013-11-01,5.782929692336396,140.7952073120504,0.3400000000000315
2013-12-01,6.036125096007954,141.5132628693418,0.5099999999999595
2014-01-01,5.449653688069653,142.4897043831403,0.6900000000000294
2014-02-01,4.648269624313094,143.2733977572476,0.5500000000000199
2014-03-01,4.386150924723058,142.6429948071156,-0.4400000000000772
2014-04-01,4.448770091444581,142.7571092029614,0.0800000000000753
2014-05-01,4.720499931586404,143.0426234213673,0.199999999999984
2014-06-01,4.982170346208065,143.4717512916314,0.2999999999999987
2014-07-01,4.94029055350981,143.8017363196021,0.2299999999999636
2014-08-01,4.305424172099201,144.1181001395053,0.2200000000000524
2014-09-01,3.624229040953595,144.6945725400634,0.4000000000000547
2014-10-01,3.232377045376065,144.8537365698572,0.1099999999998136
2014-11-01,2.604793330031563,144.4626314811188,-0.269999999999852
2014-12-01,1.83916209933292,144.1159211655641,-0.2400000000000103
2015-01-01,0.9390046430968056,143.8276893232329,-0.2000000000000498
2015-02-01,0.3366833821733655,143.7557754785714,-0.049999999999919
2015-03-01,0.9312860659367854,143.9714091417892,0.1499999999999603
2015-04-01,0.9917964292855888,144.1729691145877,0.1399999999999966
2015-05-01,0.9514803428867304,144.4036458651711,0.1600000000000414
2015-06-01,1.001805108760415,144.909058625699,0.3499999999998623
2015-07-01,0.901035074730164,145.0974404019127,0.130000000000201
2015-08-01,0.6090644084787566,144.9958721936308,-0.0700000000003867
2015-09-01,-0.0022058035645506,144.6913808620246,-0.2099999999997071
2015-10-01,-0.002205803564314,144.8505413809729,0.1100000000000504
2015-11-01,0.3389076987480253,144.9522264610223,0.0701999999999703
2015-12-01,0.5970973299254849,144.9764334828412,0.0166999999999374
2016-01-01,0.7968803428592394,144.9738239070384,-0.001800000000075
2016-02-01,1.270055893203439,145.5815541768573,0.4192000000004104
2016-03-01,1.69424749028006,146.4106411278948,0.5695000000002045
2016-04-01,1.892070931572422,146.9008239543897,0.3347999999991177
2016-05-01,2.279456121376787,147.695263610336,0.5408000000006538
2016-06-01,2.396157643309065,148.3813081098059,0.464499999999925
2016-07-01,2.394112378999422,148.5712361841862,0.1279999999998305
2016-08-01,2.570763484515552,148.7233731300395,0.1024000000004667
2016-09-01,3.344849484917743,149.5310897695084,0.5430999999997683
2016-10-01,4.089972972662982,150.7748893742107,0.8317999999996851
2016-11-01,4.516962565022351,151.4996642674331,0.4807000000003775
2016-12-01,4.737247534519088,151.8443260036408,0.2274999999995312
2017-01-01,5.217162241187387,152.5373435075219,0.4564000000003183
2017-02-01,5.022903953135181,152.8939758166423,0.2337999999998779
2017-03-01,4.645396062780287,153.2119952863414,0.2080000000003166
2017-04-01,4.299549822648604,153.21689807019,0.0031999999996325
2017-05-01,3.191370231141278,152.4087662860019,-0.5274429872727796
2017-06-01,2.538518378805878,152.1479948868859,-0.171100000000427
2017-07-01,2.519777817860933,152.3149012372771,0.1097000000001881
2017-08-01,3.354254463435108,153.7119335114251,0.9171999999997994
2017-09-01,3.40462448851625,154.6220618697463,0.5921000000000338
2017-10-01,2.975753696156468,155.2615787176396,0.413600000000019
2017-11-01,2.617882650366746,155.4657476936541,0.1315000000005178
2017-12-01,2.596279424466723,155.7866289968935,0.2063999999998057
2018-01-01,2.64908071583503,156.5781808588267,0.5080999999999898
2018-02-01,3.154369913941528,157.7168173900315,0.7271999999996246
2018-03-01,2.663241961224273,157.2924014344362,-0.2690999999991917
2018-04-01,2.745575246612212,157.4235832972322,0.0833999999997966
2018-05-01,3.856920772250615,158.2870516516176,0.5485000000000517
2018-06-01,4.667977043872672,159.2502283609183,0.6085000000003834
2018-07-01,4.458556819839161,159.105947654023,-0.0906000000001934
2018-08-01,3.977135666885166,159.8252656433668,0.4520999999999761
2018-09-01,3.97858277843724,160.7738285949606,0.5935000000002616
2018-10-01,3.893671533467328,161.3069546105803,0.3315999999992602
2018-11-01,3.45799492144297,160.841745353484,-0.2883999999996196
2018-12-01,2.982965148261836,160.4336898455228,-0.2536999999996339
2019-01-01,2.562971959511225,160.5912357289512,0.0982000000000602
2019-02-01,2.638727913352404,161.8785350745533,0.8015999999992697
2019-03-01,2.699962739377463,161.539237665038,-0.2095999999994047
2019-04-01,2.932179086622885,162.039524684086,0.3096999999996145
2019-05-01,2.875363361481936,162.8383795407782,0.4929999999997877
2019-06-01,2.158875518930072,162.6882425548424,-0.0921999999995102
2019-07-01,2.437204143826958,162.983684403322,0.1816000000000038
2019-08-01,2.26180513163316,163.4402017033348,0.2800999999994448
2019-09-01,1.978991289907572,163.9555286593058,0.3153000000002358
2019-10-01,2.23665362452702,164.914832457492,0.585100000000367
2019-11-01,3.519333409869881,166.502302634727,0.962599999999504
2019-12-01,5.234548934921452,168.8316698485868,1.398999999999982
2020-01-01,6.427368778051628,170.9130266744811,1.232800000000546
2020-02-01,5.404710909541657,170.6276019199339,-0.1670000000004778
2020-03-01,4.868552809586796,169.4038607589643,-0.7171999999999028
2020-04-01,2.931756259153085,166.7901285913136,-1.542900000000378
2020-05-01,2.395859282500973,166.7397579724801,-0.0301999999993544
2020-06-01,3.16515189005896,167.8375725389707,0.6583999999998748
2020-07-01,3.389335308634921,168.5077479661179,0.3992999999994578
2020-08-01,3.177154375364337,168.6329492228566,0.0742999999999254
2020-09-01,2.980911119800657,168.842897244639,0.1244999999999665
2020-10-01,2.469820800945465,168.9879332933715,0.085899999999618
2020-11-01,1.484325221417532,168.9737383069752,-0.0083999999997969
2020-12-01,0.1870344951583402,169.1474433099555,0.1028000000004317
2021-01-01,-0.9712749181263308,169.2529913145813,0.0624000000002292
2021-02-01,0.7002495741306629,171.8224209757276,1.518099999999788
2021-03-01,1.156167036002606,171.3624523547752,-0.2677000000002195
2021-04-01,2.702013591735133,171.2968205355234,-0.0382999999999539
2021-05-01,2.895768103230912,171.5681546992516,0.1583999999999597
2021-06-01,2.414299027856728,171.8896734211574,0.1873999999996517
2021-07-01,2.641876611696765,172.9595147485317,0.6224000000005913
2021-08-01,2.819930615369597,173.3882813855926,0.2478999999995895
2021-09-01,2.060009230939821,172.3210765136648,-0.6154999999996987
2021-10-01,1.765308951802604,171.9710924072656,-0.2030999999999691
2021-11-01,2.100450266051189,172.5229476428007,0.3209000000001074
2021-12-01,1.810374783090185,172.2096459698807,-0.1816000000003906
2022-01-01,1.941831758156912,172.5395996515584,0.1915999999996566
2022-02-01,1.423979250696761,174.2691365984668,1.002400000000683
2022-03-01,2.409822407683947,175.4919831299773,0.7016999999994596
2022-04-01,2.637976465189674,175.8155903468687,0.1843999999998415
2022-05-01,2.862910527975345,176.4799974627895,0.3778999999999904
2022-06-01,3.37420964785509,177.6895913654007,0.6854000000007031
2022-07-01,3.140898943567554,178.3919983200679,0.3952999999998711
2022-08-01,2.890989226223518,178.4009179199842,0.0050000000001662
2022-09-01,3.940351115448062,179.1111319742231,0.3980999999996877
2022-10-01,4.303112125995632,179.3712013378498,0.1452000000000715
2022-11-01,4.372043887313014,180.06572662943,0.3872000000000254
2022-12-01,4.5488581081519,180.0432184136013,-0.0125000000000118
2023-01-01,4.88663558021183,180.9709811180865,0.5152999999999514
2023-02-01,4.311849705879021,181.7833598523257,0.4489000000000606
2023-03-01,3.350995303350391,181.3727112424193,-0.2258999999999979
2023-04-01,2.807441222821631,180.7515097064139,-0.3425000000000628
2023-05-01,2.428076081401746,180.7650660696419,0.0075000000000104
2023-06-01,2.002841282691119,181.2484318563121,0.2673999999999876
2023-07-01,2.063294003648503,182.0727497243946,0.4547999999999959
2023-08-01,2.957425815823665,183.6769927222162,0.8810999999999776
2023-09-01,3.656606108292007,185.6605205666235,1.079900000000048
2023-10-01,3.591397129880438,185.8131335145294,0.0822000000000729
2023-11-01,3.448270050114009,186.2748791513128,0.2484999999998894
2023-12-01,3.581010773178689,186.49058546137,0.1157999999999891
2024-01-01,3.370892839190185,187.0713189616083,0.3114009743717568
2024-02-01,3.976409010562592,189.011809753197,1.037299999999966
2024-03-01,3.969426818386722,188.572168283711,-0.2326000000000337
2024-04-01,4.403008774443501,188.7100145387264,0.0731000000000038
2024-05-01,4.444140475023042,188.798519535545,0.0468999999999667
2024-06-01,4.33778739573216,189.1106034883374,0.1653000000000763
2024-07-01,4.359079804274258,190.0094461867175,0.4753000000000171
2024-08-01,3.446878841245442,190.0081161205942,-0.0006999999999963
2024-09-01,2.63336474011445,190.5496392515379,0.2850000000000034
2024-10-01,2.890762904321071,191.184550649524,0.3331999999999873
2024-11-01,2.76657369140104,191.4283109516021,0.1274999999999775
2024-12-01,2.942203919183295,191.9775187757223,0.286900000000028
2025-01-01,3.629569335390666,193.8612021899497,0.9812000000000068
2025-02-01,2.913148229712174,194.5180039429692,0.3387999999999744
2025-03-01,3.129805553961175,194.4741104798796,-0.0225652444503127
2025-04-01,3.123951563136309,194.6052239877037,0.0674195179505217
2025-05-01,3.240543966282876,194.9166185687855,0.1600134748188855
2025-06-01,3.56415700619853,195.8508023120313,0.4792735222400389
2025-07-01,3.186376097101077,196.0638617622452,0.1087866108786482
2025-08-01,3.238851528117374,196.1621968931131,0.0501546434840425
2025-09-01,3.384108350601748,196.9980455054907,0.4261007602973808
2025-10-01,3.246515138567267,197.3913860289626,0.1996672212978564
2025-11-01,3.579061153719885,198.279647266093,0.4500000000000346
2025-12-01,3.481210956016095,198.6606611924306,0.1921598770176729
2026-01-01,2.524854085692375,198.755914674015,0.0479478327579579
2026-02-01,3.344134455883984,201.0229475357238,1.140611521134867
2026-03-01,4.65073641475339,203.5185887532351,1.241470811220594
2026-04-01,5.461275507548674,205.2331514217544,0.8424599831508244
2026-05-01,5.595779630736368,205.8237230075777,0.2877564281073064
2026-06-01,4.693287971274058,205.0426444585856,-0.3794890781192134
